id,time,allocated,idle,other,total
1073,2021-03-21 21:58:06,5770,7678,112,13560
1074,2021-03-21 22:13:06,5997,7451,112,13560
1075,2021-03-21 22:28:06,6444,7004,112,13560
1076,2021-03-21 22:43:06,6415,7033,112,13560
1077,2021-03-21 22:58:06,6309,7139,112,13560
1078,2021-03-21 23:13:06,6219,7229,112,13560
1079,2021-03-21 23:28:06,6192,7256,112,13560
1080,2021-03-21 23:43:06,6052,7396,112,13560
1081,2021-03-21 23:58:06,5810,7638,112,13560
1082,2021-03-22 00:13:06,5973,7475,112,13560
1083,2021-03-22 00:28:06,5801,7647,112,13560
1084,2021-03-22 00:43:07,5768,7680,112,13560
1085,2021-03-22 00:58:07,5756,7692,112,13560
1086,2021-03-22 01:13:07,5799,7649,112,13560
1087,2021-03-22 01:28:07,5765,7683,112,13560
1088,2021-03-22 01:43:07,5864,7584,112,13560
1089,2021-03-22 01:58:07,5832,7616,112,13560
1090,2021-03-22 02:13:07,5756,7692,112,13560
1091,2021-03-22 02:28:07,5756,7692,112,13560
1092,2021-03-22 02:43:07,5734,7714,112,13560
1093,2021-03-22 02:58:07,5733,7715,112,13560
1094,2021-03-22 03:13:07,5761,7687,112,13560
1095,2021-03-22 03:28:07,5789,7659,112,13560
1096,2021-03-22 03:43:07,5787,7661,112,13560
1097,2021-03-22 03:58:07,5747,7701,112,13560
1098,2021-03-22 04:13:07,5417,8031,112,13560
1099,2021-03-22 04:28:07,5411,8037,112,13560
1100,2021-03-22 04:43:07,5397,8051,112,13560
1101,2021-03-22 04:58:07,5376,8072,112,13560
1102,2021-03-22 05:13:07,5307,8141,112,13560
1103,2021-03-22 05:28:07,5306,8142,112,13560
1104,2021-03-22 05:43:07,5308,8140,112,13560
1105,2021-03-22 05:58:07,5314,8134,112,13560
1106,2021-03-22 06:13:07,5135,8313,112,13560
1107,2021-03-22 06:28:07,5100,8348,112,13560
1108,2021-03-22 06:43:07,5108,8340,112,13560
1109,2021-03-22 06:58:07,5302,8146,112,13560
1110,2021-03-22 07:13:07,5278,8170,112,13560
1111,2021-03-22 07:28:07,5218,8230,112,13560
1112,2021-03-22 07:43:07,5180,8268,112,13560
1113,2021-03-22 07:58:07,5237,8211,112,13560
1114,2021-03-22 08:13:07,5238,8210,112,13560
1115,2021-03-22 08:28:07,5251,8197,112,13560
1116,2021-03-22 08:43:08,5241,8207,112,13560
1117,2021-03-22 08:58:08,5193,8255,112,13560
1118,2021-03-22 09:13:08,5193,8255,112,13560
1119,2021-03-22 09:28:08,5116,8340,112,13568
1120,2021-03-22 09:43:08,5125,8331,112,13568
1121,2021-03-22 09:58:08,5094,8362,112,13568
1122,2021-03-22 10:13:08,5232,8224,112,13568
1123,2021-03-22 10:28:08,5492,7964,112,13568
1124,2021-03-22 10:43:08,5448,8008,112,13568
1125,2021-03-22 10:58:08,5508,7955,113,13576
1126,2021-03-22 11:13:08,5431,8032,113,13576
1127,2021-03-22 11:28:08,5422,8041,113,13576
1128,2021-03-22 11:43:08,5844,7617,115,13576
1129,2021-03-22 11:58:08,6032,7429,115,13576
1130,2021-03-22 12:13:08,6021,7440,115,13576
1131,2021-03-22 12:28:08,6010,7451,115,13576
1132,2021-03-22 12:43:08,6072,7389,115,13576
1133,2021-03-22 12:58:08,6289,7172,115,13576
1134,2021-03-22 13:13:08,6204,7257,115,13576
1135,2021-03-22 13:28:08,6430,7031,115,13576
1136,2021-03-22 13:43:08,6237,7224,115,13576
1137,2021-03-22 13:58:08,6225,7236,115,13576
1138,2021-03-22 14:13:08,6475,6986,115,13576
1139,2021-03-22 14:28:08,6815,6646,115,13576
1140,2021-03-22 14:43:08,6809,6652,115,13576
1141,2021-03-22 14:58:08,6668,6793,115,13576
1142,2021-03-22 15:13:08,6597,6864,115,13576
1143,2021-03-22 15:28:09,6559,6902,115,13576
1144,2021-03-22 15:43:09,6663,6798,115,13576
1145,2021-03-22 15:58:09,6652,6807,117,13576
1146,2021-03-22 16:13:09,6773,6686,117,13576
1147,2021-03-22 16:28:09,6834,6623,119,13576
1148,2021-03-22 16:43:09,6915,6542,119,13576
1149,2021-03-22 16:58:09,6973,6484,119,13576
1150,2021-03-22 17:13:09,6897,6560,119,13576
1151,2021-03-22 17:28:09,7142,6315,119,13576
1152,2021-03-22 17:43:09,6917,6540,119,13576
1153,2021-03-22 17:58:09,6931,6526,119,13576
1154,2021-03-22 18:13:09,6899,6558,119,13576
1155,2021-03-22 18:28:09,7119,6338,119,13576
1156,2021-03-22 18:43:09,7492,5965,119,13576
1157,2021-03-22 18:58:09,7420,6037,119,13576
1158,2021-03-22 19:13:09,7129,6328,119,13576
1159,2021-03-22 19:28:09,7144,6313,119,13576
1160,2021-03-22 19:43:09,7079,6378,119,13576
1161,2021-03-22 19:58:09,6996,6461,119,13576
1162,2021-03-22 20:13:09,7032,6425,119,13576
1163,2021-03-22 20:28:09,7000,6457,119,13576
1164,2021-03-22 20:43:09,7120,6337,119,13576
1165,2021-03-22 20:58:09,6926,6531,119,13576
1166,2021-03-22 21:13:09,6910,6547,119,13576
1167,2021-03-22 21:28:09,6865,6592,119,13576
1168,2021-03-22 21:43:10,6825,6632,119,13576
1169,2021-03-22 21:58:10,6799,6658,119,13576
1170,2021-03-22 22:13:10,6828,6629,119,13576
1171,2021-03-22 22:28:10,6787,6670,119,13576
1172,2021-03-22 22:43:10,6616,6841,119,13576
1173,2021-03-22 22:58:10,6702,6755,119,13576
1174,2021-03-22 23:13:10,6774,6683,119,13576
1175,2021-03-22 23:28:10,6872,6585,119,13576
1176,2021-03-22 23:43:10,6821,6636,119,13576
1177,2021-03-22 23:58:10,6797,6660,119,13576
1178,2021-03-23 00:13:10,6835,6622,119,13576
1179,2021-03-23 00:28:10,6809,6648,119,13576
1180,2021-03-23 00:43:10,6810,6647,119,13576
1181,2021-03-23 00:58:10,6832,6625,119,13576
1182,2021-03-23 01:13:10,6789,6668,119,13576
1183,2021-03-23 01:28:10,6780,6677,119,13576
1184,2021-03-23 01:43:10,6658,6799,119,13576
1185,2021-03-23 01:58:10,6635,6822,119,13576
1186,2021-03-23 02:13:10,6506,6951,119,13576
1187,2021-03-23 02:28:10,6470,6987,119,13576
1188,2021-03-23 02:43:10,6493,6964,119,13576
1189,2021-03-23 02:58:10,6373,7084,119,13576
1190,2021-03-23 03:13:10,6481,6976,119,13576
1191,2021-03-23 03:28:10,6276,7181,119,13576
1192,2021-03-23 03:43:10,6409,7048,119,13576
1193,2021-03-23 03:58:10,6175,7282,119,13576
1194,2021-03-23 04:13:10,6083,7374,119,13576
1195,2021-03-23 04:28:10,6068,7389,119,13576
1196,2021-03-23 04:43:10,6059,7398,119,13576
1197,2021-03-23 04:58:11,6020,7437,119,13576
1198,2021-03-23 05:13:11,6048,7409,119,13576
1199,2021-03-23 05:28:11,6079,7378,119,13576
1200,2021-03-23 05:43:11,6114,7343,119,13576
1201,2021-03-23 05:58:11,6128,7329,119,13576
1202,2021-03-23 06:13:11,6087,7370,119,13576
1203,2021-03-23 06:28:11,6020,7437,119,13576
1204,2021-03-23 06:43:11,5888,7569,119,13576
1205,2021-03-23 06:58:11,5908,7549,119,13576
1206,2021-03-23 07:13:11,6047,7410,119,13576
1207,2021-03-23 07:28:11,5951,7506,119,13576
1208,2021-03-23 07:43:11,5947,7510,119,13576
1209,2021-03-23 07:58:11,5977,7480,119,13576
1210,2021-03-23 08:13:11,5939,7518,119,13576
1211,2021-03-23 08:28:11,5910,7547,119,13576
1212,2021-03-23 08:43:11,5854,7603,119,13576
1213,2021-03-23 08:58:11,5890,7567,119,13576
1214,2021-03-23 09:13:11,5891,7566,119,13576
1215,2021-03-23 09:28:11,5940,7517,119,13576
1216,2021-03-23 09:43:11,5967,7490,119,13576
1217,2021-03-23 09:58:11,6101,7356,119,13576
1218,2021-03-23 10:13:11,6191,7266,119,13576
1219,2021-03-23 10:28:11,6200,7257,119,13576
1220,2021-03-23 10:43:11,6360,7097,119,13576
1221,2021-03-23 10:58:11,6521,6936,119,13576
1222,2021-03-23 11:13:11,6554,6903,119,13576
1223,2021-03-23 11:28:12,6572,6885,119,13576
1224,2021-03-23 11:43:12,6625,6832,119,13576
1225,2021-03-23 11:58:12,6521,6936,119,13576
1226,2021-03-23 12:13:12,6608,6849,119,13576
1227,2021-03-23 12:28:12,6725,6732,119,13576
1228,2021-03-23 12:43:12,6512,6945,119,13576
1229,2021-03-23 12:58:12,6534,6923,119,13576
1230,2021-03-23 13:13:12,6531,6926,119,13576
1231,2021-03-23 13:28:12,6540,6917,119,13576
1232,2021-03-23 13:43:12,6377,7080,119,13576
1233,2021-03-23 13:58:12,6775,6682,119,13576
1234,2021-03-23 14:13:12,6983,6474,119,13576
1235,2021-03-23 14:28:12,7196,6261,119,13576
1236,2021-03-23 14:43:12,7571,5886,119,13576
1237,2021-03-23 14:58:12,8196,5261,119,13576
1238,2021-03-23 15:13:12,8293,5164,119,13576
1239,2021-03-23 15:28:12,8257,5200,119,13576
1240,2021-03-23 15:43:12,8441,5016,119,13576
1241,2021-03-23 15:58:12,8217,5240,119,13576
1242,2021-03-23 16:13:12,8236,5221,119,13576
1243,2021-03-23 16:28:12,8244,5213,119,13576
1244,2021-03-23 16:43:12,8116,5341,119,13576
1245,2021-03-23 16:58:13,7918,5539,119,13576
1246,2021-03-23 17:13:13,8193,5264,119,13576
1247,2021-03-23 17:28:13,8344,5113,119,13576
1248,2021-03-23 17:43:13,8308,5149,119,13576
1249,2021-03-23 17:58:13,8413,5044,119,13576
1250,2021-03-23 18:13:13,7452,6005,119,13576
1251,2021-03-23 18:28:13,7385,6072,119,13576
1252,2021-03-23 18:43:13,7438,6019,119,13576
1253,2021-03-23 18:58:13,7336,6121,119,13576
1254,2021-03-23 19:13:13,7285,6172,119,13576
1255,2021-03-23 19:28:13,7180,6277,119,13576
1256,2021-03-23 19:43:13,7253,6204,119,13576
1257,2021-03-23 19:58:13,7187,6270,119,13576
1258,2021-03-23 20:13:13,7163,6294,119,13576
1259,2021-03-23 20:28:13,7116,6341,119,13576
1260,2021-03-23 20:43:13,7180,6277,119,13576
1261,2021-03-23 20:58:13,7049,6408,119,13576
1262,2021-03-23 21:13:13,6838,6619,119,13576
1263,2021-03-23 21:28:14,6733,6724,119,13576
1264,2021-03-23 21:43:14,6631,6826,119,13576
1265,2021-03-23 21:58:14,6826,6631,119,13576
1266,2021-03-23 22:13:14,7092,6365,119,13576
1267,2021-03-23 22:28:14,7013,6444,119,13576
1268,2021-03-23 22:43:14,6945,6512,119,13576
1269,2021-03-23 22:58:14,7003,6454,119,13576
1270,2021-03-23 23:13:14,7248,6209,119,13576
1271,2021-03-23 23:28:14,7211,6246,119,13576
1272,2021-03-23 23:43:14,7267,6190,119,13576
1273,2021-03-23 23:58:14,7218,6239,119,13576
1274,2021-03-24 00:13:14,7311,6146,119,13576
1275,2021-03-24 00:28:14,7383,6073,120,13576
1276,2021-03-24 00:43:14,7435,6021,120,13576
1277,2021-03-24 00:58:14,7348,6108,120,13576
1278,2021-03-24 01:13:14,7338,6118,120,13576
1279,2021-03-24 01:28:14,7250,6206,120,13576
1280,2021-03-24 01:43:14,7238,6218,120,13576
1281,2021-03-24 01:58:14,7170,6286,120,13576
1282,2021-03-24 02:13:14,7142,6314,120,13576
1283,2021-03-24 02:28:14,7172,6284,120,13576
1284,2021-03-24 02:43:14,7125,6331,120,13576
1285,2021-03-24 02:58:14,7191,6265,120,13576
1286,2021-03-24 03:13:14,7158,6298,120,13576
1287,2021-03-24 03:28:14,7105,6351,120,13576
1288,2021-03-24 03:43:15,7035,6421,120,13576
1289,2021-03-24 03:58:15,6923,6533,120,13576
1290,2021-03-24 04:13:15,6854,6602,120,13576
1291,2021-03-24 04:28:15,6697,6759,120,13576
1292,2021-03-24 04:43:15,6744,6712,120,13576
1293,2021-03-24 04:58:15,6637,6819,120,13576
1294,2021-03-24 05:13:15,6589,6867,120,13576
1295,2021-03-24 05:28:15,6520,6936,120,13576
1296,2021-03-24 05:43:15,6490,6966,120,13576
1297,2021-03-24 05:58:15,6644,6812,120,13576
1298,2021-03-24 06:13:15,6409,7047,120,13576
1299,2021-03-24 06:28:15,6423,7033,120,13576
1300,2021-03-24 06:43:15,6467,6989,120,13576
1301,2021-03-24 06:58:15,6246,7210,120,13576
1302,2021-03-24 07:13:15,6216,7240,120,13576
1303,2021-03-24 07:28:15,6192,7264,120,13576
1304,2021-03-24 07:43:15,6124,7332,120,13576
1305,2021-03-24 07:58:15,6148,7308,120,13576
1306,2021-03-24 08:13:15,6096,7360,120,13576
1307,2021-03-24 08:28:15,6165,7291,120,13576
1308,2021-03-24 08:43:15,6015,7441,120,13576
1309,2021-03-24 08:58:15,5934,7522,120,13576
1310,2021-03-24 09:13:15,6070,7386,120,13576
1311,2021-03-24 09:28:15,5995,7461,120,13576
1312,2021-03-24 09:43:16,6115,7341,120,13576
1313,2021-03-24 09:58:16,6153,7303,120,13576
1314,2021-03-24 10:13:16,6111,7345,120,13576
1315,2021-03-24 10:28:16,5930,7526,120,13576
1316,2021-03-24 10:43:16,5771,7685,120,13576
1317,2021-03-24 10:58:16,5811,7645,120,13576
1318,2021-03-24 11:13:16,5898,7558,120,13576
1319,2021-03-24 11:28:16,5925,7531,120,13576
1320,2021-03-24 11:43:16,5873,7583,120,13576
1321,2021-03-24 11:58:16,5829,7603,144,13576
1322,2021-03-24 12:13:16,5206,8226,144,13576
1323,2021-03-24 12:28:16,5617,7815,144,13576
1324,2021-03-24 12:43:16,5651,7781,144,13576
1325,2021-03-24 12:58:16,5702,7726,148,13576
1326,2021-03-24 13:13:16,5898,7530,148,13576
1327,2021-03-24 13:28:16,5815,7613,148,13576
1328,2021-03-24 13:43:16,5790,7638,148,13576
1329,2021-03-24 13:58:16,5836,7592,148,13576
1330,2021-03-24 14:13:16,5875,7553,148,13576
1331,2021-03-24 14:28:16,5871,7557,148,13576
1332,2021-03-24 14:43:16,5792,7636,148,13576
1333,2021-03-24 14:58:16,5796,7632,148,13576
1334,2021-03-24 15:13:16,6208,7220,148,13576
1335,2021-03-24 15:28:16,5601,7827,148,13576
1336,2021-03-24 15:43:17,5736,7692,148,13576
1337,2021-03-24 15:58:17,5793,7635,148,13576
1338,2021-03-24 16:13:17,5805,7623,148,13576
1339,2021-03-24 16:28:17,5530,7898,148,13576
1340,2021-03-24 16:43:17,5736,7692,148,13576
1341,2021-03-24 16:58:17,5603,7825,148,13576
1342,2021-03-24 17:13:17,5675,7753,148,13576
1343,2021-03-24 17:28:17,5581,7847,148,13576
1344,2021-03-24 17:43:17,5517,7911,148,13576
1345,2021-03-24 17:58:17,5483,7945,148,13576
1346,2021-03-24 18:13:17,5101,8327,148,13576
1347,2021-03-24 18:28:17,5155,8273,148,13576
1348,2021-03-24 18:43:17,5048,8380,148,13576
1349,2021-03-24 18:58:17,5245,8183,148,13576
1350,2021-03-24 19:13:17,5342,8086,148,13576
1351,2021-03-24 19:28:17,5557,7871,148,13576
1352,2021-03-24 19:43:17,5596,7832,148,13576
1353,2021-03-24 19:58:17,5525,7903,148,13576
1354,2021-03-24 20:13:17,5792,7636,148,13576
1355,2021-03-24 20:28:17,5779,7649,148,13576
1356,2021-03-24 20:43:17,5736,7692,148,13576
1357,2021-03-24 20:58:17,5667,7737,172,13576
1358,2021-03-24 21:13:17,5582,7822,172,13576
1359,2021-03-24 21:28:17,5945,7459,172,13576
1360,2021-03-24 21:43:17,6015,7389,172,13576
1361,2021-03-24 21:58:17,6005,7399,172,13576
1362,2021-03-24 22:13:17,5995,7409,172,13576
1363,2021-03-24 22:28:17,5935,7469,172,13576
1364,2021-03-24 22:43:17,5939,7465,172,13576
1365,2021-03-24 22:58:18,5962,7438,176,13576
1366,2021-03-24 23:13:18,6086,7314,176,13576
1367,2021-03-24 23:28:18,6006,7394,176,13576
1368,2021-03-24 23:43:18,6084,7316,176,13576
1369,2021-03-24 23:58:18,6030,7370,176,13576
1370,2021-03-25 00:13:18,5985,7415,176,13576
1371,2021-03-25 00:28:18,6149,7251,176,13576
1372,2021-03-25 00:43:18,6143,7257,176,13576
1373,2021-03-25 00:58:18,6198,7202,176,13576
1374,2021-03-25 01:13:18,6188,7212,176,13576
1375,2021-03-25 01:28:18,6197,7203,176,13576
1376,2021-03-25 01:43:18,6119,7281,176,13576
1377,2021-03-25 01:58:18,6130,7270,176,13576
1378,2021-03-25 02:13:18,6142,7258,176,13576
1379,2021-03-25 02:28:18,6262,7138,176,13576
1380,2021-03-25 02:43:18,6548,6852,176,13576
1381,2021-03-25 02:58:18,6594,6806,176,13576
1382,2021-03-25 03:13:18,6556,6844,176,13576
1383,2021-03-25 03:28:18,6265,7135,176,13576
1384,2021-03-25 03:43:18,6221,7179,176,13576
1385,2021-03-25 03:58:18,6217,7183,176,13576
1386,2021-03-25 04:13:18,6193,7207,176,13576
1387,2021-03-25 04:28:18,6257,7143,176,13576
1388,2021-03-25 04:43:18,6205,7195,176,13576
1389,2021-03-25 04:58:18,6177,7223,176,13576
1390,2021-03-25 05:13:18,6139,7261,176,13576
1391,2021-03-25 05:28:18,6113,7287,176,13576
1392,2021-03-25 05:43:18,6067,7333,176,13576
1393,2021-03-25 05:58:18,5927,7473,176,13576
1394,2021-03-25 06:13:18,5807,7593,176,13576
1395,2021-03-25 06:28:19,5598,7802,176,13576
1396,2021-03-25 06:43:19,5564,7836,176,13576
1397,2021-03-25 06:58:19,5502,7898,176,13576
1398,2021-03-25 07:13:19,5468,7932,176,13576
1399,2021-03-25 07:28:19,5450,7950,176,13576
1400,2021-03-25 07:43:19,5474,7926,176,13576
1401,2021-03-25 07:58:19,5413,7987,176,13576
1402,2021-03-25 08:13:19,5528,7872,176,13576
1403,2021-03-25 08:28:19,5476,7924,176,13576
1404,2021-03-25 08:43:19,5356,8044,176,13576
1405,2021-03-25 08:58:19,5372,8028,176,13576
1406,2021-03-25 09:13:19,5567,7833,176,13576
1407,2021-03-25 09:28:19,5577,7823,176,13576
1408,2021-03-25 09:43:19,5589,7811,176,13576
1409,2021-03-25 09:58:19,5532,7868,176,13576
1410,2021-03-25 10:13:19,5304,8096,176,13576
1411,2021-03-25 10:28:19,5419,7981,176,13576
1412,2021-03-25 10:43:19,5364,8036,176,13576
1413,2021-03-25 10:58:19,5285,8115,176,13576
1414,2021-03-25 11:13:19,5513,7887,176,13576
1415,2021-03-25 11:28:19,5367,8001,208,13576
1416,2021-03-25 11:43:19,5542,7826,208,13576
1417,2021-03-25 11:58:19,5542,7826,208,13576
1418,2021-03-25 12:13:19,5565,7803,208,13576
1419,2021-03-25 12:28:19,5502,7866,208,13576
1420,2021-03-25 12:43:19,5621,7747,208,13576
1421,2021-03-25 12:58:19,5663,7705,208,13576
1422,2021-03-25 13:13:19,5811,7557,208,13576
1423,2021-03-25 13:28:20,5779,7589,208,13576
1424,2021-03-25 13:43:20,5808,7560,208,13576
1425,2021-03-25 13:58:20,5946,7422,208,13576
1426,2021-03-25 14:13:20,6143,7321,112,13576
1427,2021-03-25 14:28:20,6077,7387,112,13576
1428,2021-03-25 14:43:20,6094,7370,112,13576
1429,2021-03-25 14:58:20,5878,7586,112,13576
1430,2021-03-25 15:13:20,6182,7282,112,13576
1431,2021-03-25 15:28:20,5982,7482,112,13576
1432,2021-03-25 15:43:20,6746,6718,112,13576
1433,2021-03-25 15:58:20,6696,6768,112,13576
1434,2021-03-25 16:13:20,6548,6916,112,13576
1435,2021-03-25 16:28:20,6476,6988,112,13576
1436,2021-03-25 16:43:20,6364,7100,112,13576
1437,2021-03-25 16:58:20,6300,7164,112,13576
1438,2021-03-25 17:13:20,6789,6675,112,13576
1439,2021-03-25 17:28:20,6865,6599,112,13576
1440,2021-03-25 17:43:20,6774,6690,112,13576
1441,2021-03-25 17:58:20,5964,7500,112,13576
1442,2021-03-25 18:13:20,6007,7457,112,13576
1443,2021-03-25 18:28:20,5943,7521,112,13576
1444,2021-03-25 18:43:20,5834,7630,112,13576
1445,2021-03-25 18:58:20,5773,7691,112,13576
1446,2021-03-25 19:13:20,5751,7713,112,13576
1447,2021-03-25 19:28:20,5689,7775,112,13576
1448,2021-03-25 19:43:20,5677,7787,112,13576
1449,2021-03-25 19:58:20,5725,7739,112,13576
1450,2021-03-25 20:13:20,5826,7638,112,13576
1451,2021-03-25 20:28:20,6080,7384,112,13576
1452,2021-03-25 20:43:20,6045,7419,112,13576
1453,2021-03-25 20:58:20,6051,7413,112,13576
1454,2021-03-25 21:13:21,6066,7398,112,13576
1455,2021-03-25 21:28:27,6055,7409,112,13576
1456,2021-03-25 21:43:27,6007,7457,112,13576
1457,2021-03-25 21:58:27,5981,7483,112,13576
1458,2021-03-25 22:13:27,5894,7570,112,13576
1459,2021-03-25 22:28:27,5953,7511,112,13576
1460,2021-03-25 22:43:27,5915,7549,112,13576
1461,2021-03-25 22:58:27,5743,7721,112,13576
1462,2021-03-25 23:13:27,5663,7801,112,13576
1463,2021-03-25 23:28:27,5611,7853,112,13576
1464,2021-03-25 23:43:27,5743,7721,112,13576
1465,2021-03-25 23:58:27,5692,7772,112,13576
1466,2021-03-26 00:13:27,5591,7873,112,13576
1467,2021-03-26 00:28:27,5530,7934,112,13576
1468,2021-03-26 00:43:27,5629,7835,112,13576
1469,2021-03-26 00:58:27,5316,8148,112,13576
1470,2021-03-26 01:13:27,5447,8017,112,13576
1471,2021-03-26 01:28:27,5435,8029,112,13576
1472,2021-03-26 01:43:27,5244,8220,112,13576
1473,2021-03-26 01:58:27,5105,8359,112,13576
1474,2021-03-26 02:13:27,5128,8336,112,13576
1475,2021-03-26 02:28:28,4985,8479,112,13576
1476,2021-03-26 02:43:28,4740,8724,112,13576
1477,2021-03-26 02:58:28,4717,8747,112,13576
1478,2021-03-26 03:13:28,4717,8747,112,13576
1479,2021-03-26 03:28:28,4645,8819,112,13576
1480,2021-03-26 03:43:28,4544,8920,112,13576
1481,2021-03-26 03:58:28,4540,8924,112,13576
1482,2021-03-26 04:13:28,4493,8971,112,13576
1483,2021-03-26 04:28:28,4479,8985,112,13576
1484,2021-03-26 04:43:28,4440,9024,112,13576
1485,2021-03-26 04:58:28,4392,9072,112,13576
1486,2021-03-26 05:13:28,4385,9079,112,13576
1487,2021-03-26 05:28:28,4124,9340,112,13576
1488,2021-03-26 05:43:28,4070,9394,112,13576
1489,2021-03-26 05:58:28,4072,9392,112,13576
1490,2021-03-26 06:13:28,4064,9400,112,13576
1491,2021-03-26 06:28:28,3980,9484,112,13576
1492,2021-03-26 06:43:28,4027,9437,112,13576
1493,2021-03-26 06:58:28,3914,9550,112,13576
1494,2021-03-26 07:13:28,3859,9605,112,13576
1495,2021-03-26 07:28:28,3829,9635,112,13576
1496,2021-03-26 07:43:28,3874,9590,112,13576
1497,2021-03-26 07:58:28,4109,9355,112,13576
1498,2021-03-26 08:13:28,3974,9490,112,13576
1499,2021-03-26 08:28:28,4241,9223,112,13576
1500,2021-03-26 08:43:28,4184,9256,136,13576
1501,2021-03-26 08:58:28,4312,9128,136,13576
1502,2021-03-26 09:13:28,4149,9315,112,13576
1503,2021-03-26 09:28:28,4207,9257,112,13576
1504,2021-03-26 09:43:28,4380,9084,112,13576
1505,2021-03-26 09:58:29,4346,9118,112,13576
1506,2021-03-26 10:13:29,4295,9169,112,13576
1507,2021-03-26 10:28:29,4648,8816,112,13576
1508,2021-03-26 10:43:29,4388,9076,112,13576
1509,2021-03-26 10:58:29,4378,9086,112,13576
1510,2021-03-26 11:13:29,4443,9021,112,13576
1511,2021-03-26 11:28:29,4259,8981,336,13576
1512,2021-03-26 11:43:29,4292,8948,336,13576
1513,2021-03-26 11:58:29,4352,8888,336,13576
1514,2021-03-26 12:13:29,5051,8189,336,13576
1515,2021-03-26 12:28:29,5035,8205,336,13576
1516,2021-03-26 12:43:29,5560,7904,112,13576
1517,2021-03-26 12:58:29,5646,7818,112,13576
1518,2021-03-26 13:13:29,5607,7857,112,13576
1519,2021-03-26 13:28:29,5732,7732,112,13576
1520,2021-03-26 13:43:29,5757,7707,112,13576
1521,2021-03-26 13:58:29,6284,7180,112,13576
1522,2021-03-26 14:13:29,5959,7505,112,13576
1523,2021-03-26 14:28:29,6262,7202,112,13576
1524,2021-03-26 14:43:29,6250,7214,112,13576
1525,2021-03-26 14:58:29,6338,7126,112,13576
1526,2021-03-26 15:13:29,6307,7157,112,13576
1527,2021-03-26 15:28:29,6269,7195,112,13576
1528,2021-03-26 15:43:29,5897,7567,112,13576
1529,2021-03-26 15:58:29,5767,7697,112,13576
1530,2021-03-26 16:13:29,5488,7976,112,13576
1531,2021-03-26 16:28:29,6192,7272,112,13576
1532,2021-03-26 16:43:29,6140,7324,112,13576
1533,2021-03-26 16:58:30,6056,7408,112,13576
1534,2021-03-26 17:13:30,6471,6993,112,13576
1535,2021-03-26 17:28:30,6526,6938,112,13576
1536,2021-03-26 17:43:30,6470,6994,112,13576
1537,2021-03-26 17:58:30,6590,6874,112,13576
1538,2021-03-26 18:13:30,6858,6606,112,13576
1539,2021-03-26 18:28:30,7071,6393,112,13576
1540,2021-03-26 18:43:30,6869,6595,112,13576
1541,2021-03-26 18:58:30,6712,6752,112,13576
1542,2021-03-26 19:13:30,6717,6747,112,13576
1543,2021-03-26 19:28:30,6689,6775,112,13576
1544,2021-03-26 19:43:30,6598,6866,112,13576
1545,2021-03-26 19:58:30,6435,7029,112,13576
1546,2021-03-26 20:13:30,6333,7131,112,13576
1547,2021-03-26 20:28:30,6357,7107,112,13576
1548,2021-03-26 20:43:30,6302,7162,112,13576
1549,2021-03-26 20:58:30,6118,7346,112,13576
1550,2021-03-26 21:13:30,5913,7551,112,13576
1551,2021-03-26 21:28:30,6136,7328,112,13576
1552,2021-03-26 21:43:30,6196,7268,112,13576
1553,2021-03-26 21:58:30,6259,7205,112,13576
1554,2021-03-26 22:13:30,6241,7223,112,13576
1555,2021-03-26 22:28:30,6255,7209,112,13576
1556,2021-03-26 22:43:30,6233,7231,112,13576
1557,2021-03-26 22:58:30,6319,7145,112,13576
1558,2021-03-26 23:13:30,6487,6977,112,13576
1559,2021-03-26 23:28:30,6422,7042,112,13576
1560,2021-03-26 23:43:30,6434,7030,112,13576
1561,2021-03-26 23:58:30,6551,6913,112,13576
1562,2021-03-27 00:13:30,6560,6904,112,13576
1563,2021-03-27 00:28:30,6565,6899,112,13576
1564,2021-03-27 00:43:31,6587,6877,112,13576
1565,2021-03-27 00:58:31,6714,6750,112,13576
1566,2021-03-27 01:13:31,6602,6862,112,13576
1567,2021-03-27 01:28:31,6452,7012,112,13576
1568,2021-03-27 01:43:31,6236,7228,112,13576
1569,2021-03-27 01:58:31,5913,7551,112,13576
1570,2021-03-27 02:13:31,5793,7671,112,13576
1571,2021-03-27 02:28:31,5749,7715,112,13576
1572,2021-03-27 02:43:31,5728,7736,112,13576
1573,2021-03-27 02:58:31,5697,7767,112,13576
1574,2021-03-27 03:13:31,5673,7791,112,13576
1575,2021-03-27 03:28:31,5605,7859,112,13576
1576,2021-03-27 03:43:31,5600,7864,112,13576
1577,2021-03-27 03:58:31,5571,7893,112,13576
1578,2021-03-27 04:13:31,5547,7917,112,13576
1579,2021-03-27 04:28:31,5549,7915,112,13576
1580,2021-03-27 04:43:31,5501,7963,112,13576
1581,2021-03-27 04:58:31,5461,8003,112,13576
1582,2021-03-27 05:13:31,5133,8331,112,13576
1583,2021-03-27 05:28:31,5093,8371,112,13576
1584,2021-03-27 05:43:31,5093,8371,112,13576
1585,2021-03-27 05:58:31,5081,8383,112,13576
1586,2021-03-27 06:13:31,5049,8415,112,13576
1587,2021-03-27 06:28:31,5037,8427,112,13576
1588,2021-03-27 06:43:31,5014,8450,112,13576
1589,2021-03-27 06:58:31,5008,8456,112,13576
